timestamp,equity
2025-10-31 07:15:34+00:00,100000.0
2025-10-31 07:16:34+00:00,100000.0
2025-10-31 07:17:34+00:00,100000.0
2025-10-31 07:18:34+00:00,100000.0
2025-10-31 07:19:34+00:00,100000.0
2025-10-31 07:20:34+00:00,100000.0
2025-10-31 07:21:34+00:00,100000.0
2025-10-31 07:22:34+00:00,100000.0
2025-10-31 07:23:34+00:00,100000.0
2025-10-31 07:24:34+00:00,100000.0
2025-10-31 07:25:34+00:00,100000.0
2025-10-31 07:26:34+00:00,100000.0
2025-10-31 07:27:34+00:00,100000.0
2025-10-31 07:28:34+00:00,100000.0
2025-10-31 07:29:34+00:00,100000.0
2025-10-31 07:30:34+00:00,100000.0
2025-10-31 07:31:34+00:00,100000.0
2025-10-31 07:32:34+00:00,100000.0
2025-10-31 07:33:34+00:00,100000.0
2025-10-31 07:34:34+00:00,100000.0
2025-10-31 07:35:34+00:00,100000.0
2025-10-31 07:36:34+00:00,100000.0
2025-10-31 07:37:34+00:00,100000.0
2025-10-31 07:38:34+00:00,100000.0
2025-10-31 07:39:34+00:00,100000.0
2025-10-31 07:40:34+00:00,100000.0
2025-10-31 07:41:34+00:00,100000.0
2025-10-31 07:42:34+00:00,100000.0
2025-10-31 07:43:34+00:00,100000.0
2025-10-31 07:44:34+00:00,100000.0
2025-10-31 07:45:34+00:00,100000.0
2025-10-31 07:46:34+00:00,100000.0
2025-10-31 07:47:34+00:00,100000.0
2025-10-31 07:48:34+00:00,100000.0
2025-10-31 07:49:34+00:00,100000.0
2025-10-31 07:50:34+00:00,100000.0
2025-10-31 07:51:34+00:00,100000.0
2025-10-31 07:52:34+00:00,100000.0
2025-10-31 07:53:34+00:00,100000.0
2025-10-31 07:54:34+00:00,100000.0
2025-10-31 07:55:34+00:00,100000.0
2025-10-31 07:56:34+00:00,100000.0
2025-10-31 07:57:34+00:00,100000.0
2025-10-31 07:58:34+00:00,100000.0
2025-10-31 07:59:34+00:00,100000.0
2025-10-31 08:00:34+00:00,100000.0
2025-10-31 08:01:34+00:00,100000.0
2025-10-31 08:02:34+00:00,100000.0
2025-10-31 08:03:34+00:00,100000.0
2025-10-31 08:04:34+00:00,99999.883395
2025-10-31 08:05:34+00:00,100000.156904
2025-10-31 08:06:34+00:00,100000.096565
2025-10-31 08:07:34+00:00,100000.101529
2025-10-31 08:08:34+00:00,100000.318418
2025-10-31 08:09:34+00:00,100000.55544
2025-10-31 08:10:34+00:00,100000.432594
2025-10-31 08:11:34+00:00,100000.521295
2025-10-31 08:13:34+00:00,100000.734546
2025-10-31 08:14:34+00:00,100000.570042
2025-10-31 08:15:34+00:00,100000.609073
2025-10-31 08:16:34+00:00,100000.641434
2025-10-31 08:17:34+00:00,100000.71883700001
2025-10-31 08:18:34+00:00,100000.532663
2025-10-31 08:19:34+00:00,100000.463576
2025-10-31 08:20:34+00:00,100000.383393
2025-10-31 08:21:34+00:00,100000.582393
2025-10-31 08:22:34+00:00,100000.383192
2025-10-31 08:23:34+00:00,99999.999325
2025-10-31 08:24:34+00:00,100000.025005
2025-10-31 08:25:34+00:00,99999.979658
2025-10-31 08:26:34+00:00,99999.840257
2025-10-31 08:27:34+00:00,99999.846259
2025-10-31 08:28:34+00:00,99999.872023
2025-10-31 08:29:34+00:00,99999.798613
2025-10-31 08:30:34+00:00,99999.863066
2025-10-31 08:31:34+00:00,100000.013419
2025-10-31 08:32:34+00:00,100000.034869
2025-10-31 08:33:34+00:00,99999.989046
2025-10-31 08:34:34+00:00,100000.056099
2025-10-31 08:35:34+00:00,99999.797563
2025-10-31 08:36:34+00:00,99999.797226
2025-10-31 08:37:34+00:00,99999.45265
2025-10-31 08:38:34+00:00,99999.47114800001
2025-10-31 08:39:34+00:00,99999.680166
2025-10-31 08:40:34+00:00,99999.378603
2025-10-31 08:41:34+00:00,99999.36312400001
2025-10-31 08:42:34+00:00,99999.33161100002
2025-10-31 08:43:34+00:00,99999.44345300001
2025-10-31 08:44:34+00:00,99999.37419100001
2025-10-31 08:45:34+00:00,99991.41392900002
2025-10-31 08:46:34+00:00,99991.38764400002
2025-10-31 08:47:34+00:00,99991.23574700001
2025-10-31 08:48:34+00:00,99991.260884
2025-10-31 08:49:34+00:00,99991.05224900001
